trial,objective,precision,recall,f1,fpr,approve_threshold,block_threshold,cap,fpr_le_target,precision_ge_target,policy_pass
243,0.3554572325483592,0.14890350877192982,0.5257452574525745,0.23207724515081604,0.10896405533835431,0.23074269315801316,0.6170835895658292,0.12354872680800842,False,False,False
307,0.3554432327394408,0.14853053643614117,0.5263259775454897,0.23168029993183367,0.10940625679972485,0.4157878825402119,0.6159397287282962,0.1634979832382157,False,False,False
63,0.3554023186906181,0.14579677779550168,0.5307781649245064,0.22875735202102365,0.11276137264948866,0.24403457479326998,0.6079175707170393,0.25950223130978056,False,False,False
341,0.35528503057447103,0.14953632148377125,0.524390243902439,0.232711966325917,0.10814282405295186,0.3389280331853492,0.6179837692457608,0.18271349320241054,False,False,False
290,0.35509915357843636,0.14919621228804228,0.5245838172667441,0.23231890270038577,0.10847272038127592,0.38098181988827096,0.6159449545337987,0.30116382039859113,False,False,False
234,0.3549242091502212,0.14958801083890946,0.5236159504452187,0.2326981805669061,0.10793927099930511,0.34357432199138793,0.6169403347637986,0.15543073039655497,False,False,False
306,0.35446584756933897,0.1502480905391091,0.521680216802168,0.23330303423797774,0.10698467736840997,0.3595867029404476,0.618277570391543,0.2973873535003772,False,False,False
156,0.3534319400418041,0.15132323003845283,0.5180023228803716,0.23422319474835887,0.1053422147976051,0.2644217728182493,0.623074454285259,0.24879112678487325,False,False,False
8,0.3520466736775457,0.1529887380883627,0.5127758420441347,0.23566567323517637,0.10294169257873642,0.39568380681257154,0.6274782854451595,0.27916013419115704,False,False,False
279,0.35200503760648233,0.15243622155826247,0.513550135501355,0.23509082853345148,0.1035383135980459,0.36759112595725296,0.6291519900794272,0.22985126638663536,False,False,False
201,0.3518692465951847,0.15339986075655604,0.5118079752226093,0.23605035264708507,0.10242228133839643,0.2849156159510743,0.6275521003028277,0.2695533385661918,False,False,False
50,0.35097466453800724,0.15305175214666977,0.5106465350367789,0.23551468618873314,0.10246439576328886,0.33297152283651704,0.6305127461845969,0.2521489109309418,False,False,False
196,0.34958610815392915,0.15323051758382988,0.5077429345722029,0.2354155447854963,0.10174143146930209,0.23337395877296283,0.6326950373185465,0.2520219636178991,False,False,False
286,0.34921476660162565,0.15378734415431664,0.5061943476577623,0.2359043752819125,0.10099740996286911,0.41352218665805274,0.6332076762193393,0.4172249609215402,False,False,False
220,0.3489072168496458,0.15455785540596642,0.5044521873790166,0.23661869523766288,0.10005685447360478,0.4240712751940374,0.6333999380484397,0.18442973559979123,False,False,False
293,0.34876798264127196,0.1551590380139643,0.5032907471931862,0.23719381471513934,0.09936898553369505,0.3183402532993663,0.6353289147518728,0.28916237185769744,False,False,False
77,0.3487583726616007,0.15424210152644657,0.5046457607433217,0.23626971179989126,0.100337617306221,0.23860577200553562,0.6349968023694951,0.43549539764246764,False,False,False
264,0.3487495474152801,0.15500595947556614,0.5034843205574913,0.237036361979404,0.09952340509163397,0.3066587493886127,0.6334200191319659,0.2595589583381581,False,False,False
248,0.347902867876224,0.1561518008218516,0.500193573364305,0.2380031316201529,0.0980143048663218,0.357917096394984,0.6372098968187897,0.3590388312981244,False,False,False
69,0.3470037944657172,0.15685077815074763,0.49748354626403407,0.2385040137348615,0.09696846331482638,0.3725316923946149,0.6391086319312796,0.2730129858448953,False,False,False
